rainfall_24h,rainfall_forecast_24h,temperature,wind_speed,humidity,slope,road_type,month,historical_blockages,risk_level
111.5,107.7,19.4,36.0,85.8,12,0,7,9,2
0.1,0.0,16.9,42.2,64.4,28,1,3,2,0
5.2,13.0,24.1,7.8,74.9,25,1,12,4,0
27.6,19.2,22.7,16.6,85.4,25,1,7,11,1
14.8,25.6,15.4,10.5,92.9,10,0,6,6,0
115.7,120.0,23.6,8.0,88.7,10,0,8,16,2
14.4,15.9,31.8,14.6,89.1,10,1,6,8,0
5.5,7.6,15.9,4.0,77.3,32,1,2,13,1
14.1,7.6,16.0,31.1,57.7,18,0,4,2,0
13.6,23.2,23.5,10.5,89.6,32,1,8,7,1
17.2,10.4,17.3,8.7,87.3,35,1,7,2,1
4.3,5.1,25.3,4.5,78.2,32,1,12,4,0
37.3,49.7,24.2,10.5,95.9,15,0,6,13,2
50.0,55.3,24.1,59.0,99.6,22,1,8,17,2
4.8,4.1,27.3,16.3,87.1,25,1,7,16,1
1.0,0.0,14.8,15.0,52.8,18,0,2,15,0
38.3,37.6,28.9,17.2,89.4,38,1,8,0,2
55.3,55.8,28.4,19.2,100.0,28,1,6,15,2
4.8,0.6,9.7,21.3,38.8,12,0,4,3,0
56.0,46.3,25.2,17.9,95.9,8,0,7,14,2
20.2,27.3,17.3,11.6,87.1,38,1,6,2,2
10.7,10.7,14.4,4.0,44.6,8,0,12,14,0
20.8,29.8,25.0,5.2,87.9,25,1,8,13,1
1.2,0.0,26.6,7.2,61.3,15,0,12,6,0
18.1,15.1,21.5,32.0,96.5,32,1,8,4,1
32.0,28.2,14.5,5.6,89.5,22,1,8,1,1
5.7,6.0,11.8,12.9,80.6,10,0,1,3,0
4.5,7.9,18.5,7.7,87.4,18,0,5,17,0
67.4,63.1,16.0,70.0,79.9,32,1,7,5,2
19.3,36.1,23.5,27.5,90.9,22,1,8,12,1
6.2,9.8,17.0,2.9,58.0,10,1,11,4,0
10.8,10.6,25.5,51.7,84.6,15,0,9,10,1
39.0,22.6,25.4,5.3,91.4,8,0,7,7,1
0.4,1.6,17.9,4.6,73.5,32,1,3,4,0
21.7,26.6,17.7,5.7,72.5,32,1,5,12,1
14.5,11.5,28.7,11.4,82.1,15,1,8,7,0
30.3,18.2,27.4,51.2,93.6,8,0,8,15,2
2.8,0.0,15.6,6.8,60.1,32,1,11,4,1
3.8,3.2,22.0,10.1,54.2,15,1,3,9,0
17.3,6.1,18.2,6.1,85.4,28,1,7,3,1
75.0,103.6,21.0,13.6,88.5,28,1,7,7,2
30.0,27.5,22.0,32.7,97.1,25,1,8,6,1
2.6,2.7,10.5,3.0,75.6,38,1,1,3,0
24.1,34.1,6.3,12.9,89.2,30,1,5,1,1
31.2,34.1,27.0,12.0,74.0,25,1,8,3,1
37.6,15.2,28.6,70.0,100.0,28,1,9,3,1
11.0,13.7,9.3,2.8,66.2,30,1,5,6,0
16.8,26.4,22.0,20.3,97.9,10,0,9,1,0
21.0,16.1,14.8,4.1,79.0,35,1,5,0,1
8.6,0.0,13.5,11.8,71.0,25,1,5,5,1
5.1,7.8,24.3,14.1,93.6,10,0,8,13,0
0.2,2.4,14.1,5.3,63.5,18,0,3,4,0
4.1,6.7,12.8,5.0,54.2,8,0,11,10,0
26.7,21.8,22.7,6.7,91.4,30,1,6,3,1
1.2,0.8,17.1,4.7,33.3,28,1,11,3,0
24.0,44.5,20.3,19.9,97.4,10,1,6,12,1
49.5,68.1,21.7,9.7,78.3,15,0,9,0,1
28.4,31.5,23.7,31.4,95.6,30,1,6,9,2
8.7,9.6,24.4,22.0,100.0,32,1,8,7,1
0.9,3.8,10.3,3.6,44.1,25,1,1,0,0
19.0,17.8,20.5,5.9,95.4,12,0,9,17,1
10.4,11.4,15.4,8.4,97.2,18,0,6,12,1
16.5,12.0,10.4,2.6,85.6,12,0,5,5,0
48.3,53.4,24.7,12.8,98.9,30,1,7,9,2
6.5,13.4,23.3,15.2,58.4,30,1,12,1,0
50.1,18.1,28.2,32.0,59.4,28,1,6,10,2
44.2,60.1,24.8,7.3,95.1,38,1,6,17,2
86.8,103.7,26.6,20.4,95.8,32,1,7,14,2
61.7,60.2,15.0,15.9,92.7,32,1,7,16,2
29.7,50.2,22.3,24.6,90.6,28,1,7,12,1
34.4,31.8,14.0,5.4,89.2,12,0,9,8,1
26.9,26.8,21.8,2.8,89.1,28,1,5,17,1
58.9,72.8,17.9,8.2,84.8,38,1,7,9,2
17.4,14.3,24.7,70.0,78.9,10,1,6,19,1
9.2,4.4,15.7,13.7,52.8,32,1,3,14,1
55.9,33.4,27.0,13.7,89.3,10,1,7,9,1
26.7,17.6,19.5,6.6,67.4,15,1,5,12,1
1.1,0.0,5.0,2.3,60.8,8,1,2,1,0
150.0,100.0,24.4,70.0,94.9,15,1,8,1,2
7.8,9.1,12.7,24.6,50.9,18,0,2,13,0
19.7,31.7,10.6,6.3,85.6,12,0,10,2,0
10.0,13.4,19.3,2.5,55.2,8,1,4,4,0
59.8,66.0,23.4,50.3,82.7,10,0,8,8,1
12.3,20.8,19.0,31.2,52.8,15,0,5,17,1
40.9,26.0,12.0,8.8,85.2,15,0,5,12,1
8.4,11.6,22.7,2.6,69.5,15,1,5,1,0
77.5,97.5,29.0,40.6,94.6,8,0,7,11,2
2.1,2.3,19.2,8.6,61.3,32,1,4,13,1
8.7,7.4,15.4,12.8,78.9,38,1,12,3,0
107.5,120.0,14.7,65.5,85.2,8,1,8,8,2
55.9,71.7,15.0,21.9,89.4,15,0,9,13,1
2.9,1.7,15.5,26.4,63.7,15,1,11,2,0
1.5,0.0,20.6,26.6,55.8,30,1,1,9,0
28.5,13.5,24.6,21.7,79.9,38,1,6,2,1
78.7,53.5,25.2,16.4,91.9,28,1,6,3,2
1.3,0.0,11.3,8.1,53.0,12,1,3,13,0
23.5,34.4,25.8,12.8,82.3,8,0,7,6,1
110.9,101.0,18.9,23.3,85.3,38,1,8,10,2
3.5,3.6,20.3,3.8,63.6,8,0,12,4,0
8.1,12.5,18.7,3.3,76.1,38,1,1,12,1
11.6,17.5,23.4,5.2,86.4,25,1,7,12,1
36.9,31.5,22.4,7.5,75.8,35,1,8,0,2
62.4,41.2,20.6,7.8,98.6,10,0,9,8,1
10.1,10.1,17.4,31.3,61.8,22,1,1,14,0
93.7,94.7,27.0,37.0,86.6,15,0,7,2,2
13.7,15.4,24.9,11.9,94.4,22,1,9,9,1
51.0,64.5,23.1,15.4,79.2,15,0,7,7,1
1.8,2.7,19.2,10.9,54.1,22,1,3,7,1
53.0,80.0,16.6,23.4,99.7,25,1,6,11,2
33.8,47.3,26.0,32.5,96.4,8,0,7,6,1
12.3,6.2,21.8,22.8,67.5,30,1,5,7,1
2.4,1.5,29.2,25.8,63.0,22,1,3,5,0
25.0,33.9,25.0,5.2,96.5,22,1,9,7,1
2.3,0.0,16.6,16.0,65.4,18,1,4,8,0
53.7,32.0,20.9,21.1,83.7,28,1,7,11,2
4.6,9.6,27.8,10.4,90.3,15,0,8,16,1
7.1,4.7,14.7,6.4,93.3,22,1,7,10,1
30.8,30.9,13.1,11.3,85.9,15,1,9,17,2
24.3,21.9,22.2,2.5,64.5,32,1,10,8,2
36.5,37.9,16.3,5.4,62.3,25,1,10,3,1
3.3,0.0,19.1,7.1,100.0,18,0,8,18,1
20.1,15.1,16.3,9.3,90.0,18,0,8,2,1
28.8,34.1,23.2,46.5,83.3,8,0,7,9,1
70.6,65.9,22.7,35.1,86.9,10,0,6,0,2
15.6,16.6,20.7,16.5,71.8,25,1,5,10,1
22.2,14.0,26.3,33.6,90.1,32,1,6,10,2
30.0,18.4,22.5,19.0,88.5,30,1,7,10,1
36.9,34.9,20.2,15.6,92.2,32,1,9,12,2
0.7,1.0,12.3,15.4,57.3,12,0,1,11,0
2.8,2.4,9.4,21.1,88.3,25,1,12,6,0
2.9,5.5,19.8,11.6,65.2,8,0,2,9,0
83.5,80.4,15.2,57.5,83.4,25,1,8,13,2
19.7,28.7,23.7,11.0,91.3,30,1,6,0,1
20.5,3.3,25.7,5.3,73.8,25,1,7,16,1
0.4,0.0,23.9,7.5,70.2,15,1,12,17,0
63.6,76.9,28.0,21.4,85.1,8,0,8,18,2
6.9,10.9,27.3,21.2,87.0,15,0,5,8,0
7.1,9.1,19.8,2.1,51.1,22,1,4,16,1
45.7,57.9,10.9,2.5,65.2,22,1,10,6,1
1.3,0.2,21.4,9.7,50.7,10,1,3,19,0
103.8,92.3,19.3,6.8,91.6,18,0,9,2,2
86.1,118.0,22.4,24.2,85.4,8,0,9,13,2
9.9,5.6,27.1,18.7,87.6,25,1,9,6,1
4.9,8.8,25.5,6.2,83.2,12,0,1,1,0
52.4,27.7,20.3,14.9,84.3,32,1,8,15,2
92.3,72.3,25.0,23.2,82.6,22,1,8,2,2
3.5,0.0,14.9,4.1,59.6,28,1,4,2,0
3.1,3.8,22.8,20.4,52.5,32,1,1,9,0
1.0,5.6,31.5,12.9,52.8,12,0,11,2,0
57.5,25.2,20.2,32.1,87.1,25,1,9,19,1
2.6,0.0,13.9,4.4,72.5,15,1,12,14,0
19.2,25.1,25.3,12.2,85.0,25,1,7,6,1
2.4,9.0,14.8,2.8,67.7,18,0,5,17,0
2.2,0.0,12.1,27.1,66.1,25,1,1,3,0
25.4,24.8,12.7,12.6,100.0,22,1,6,11,1
59.1,59.9,23.8,10.2,80.7,35,1,7,5,2
16.1,23.5,21.8,17.6,90.3,32,1,7,4,1
19.1,13.2,27.5,4.8,59.1,25,1,4,3,0
24.8,19.6,23.8,30.7,93.4,12,0,8,0,1
105.6,104.1,25.1,5.3,92.8,28,1,6,13,2
39.0,50.6,20.4,11.9,92.1,18,0,6,15,2
1.9,0.0,15.2,12.2,54.8,30,1,11,2,1
97.9,120.0,19.0,37.9,78.3,32,1,8,10,2
1.6,0.0,12.6,39.9,47.2,28,1,1,13,0
25.0,14.2,25.0,28.3,66.8,28,1,9,14,1
14.3,12.2,25.2,12.6,78.2,12,0,8,1,0
3.0,5.2,12.4,7.1,59.2,8,1,11,4,0
3.7,1.9,22.8,3.1,55.5,22,1,1,2,0
59.8,80.0,25.4,15.4,81.9,18,1,6,2,2
19.7,18.9,22.8,27.9,100.0,28,1,8,2,1
0.4,0.0,21.0,14.0,61.3,25,1,4,3,0
23.0,19.9,19.3,37.0,78.9,38,1,8,12,2
9.0,2.5,13.7,60.7,64.9,18,0,5,16,1
1.4,0.0,29.9,19.2,50.8,25,1,4,13,0
11.0,9.8,20.6,22.6,100.0,30,1,5,2,1
71.1,67.4,26.9,34.3,84.3,28,1,6,11,2
43.0,47.6,33.8,48.8,100.0,15,0,9,3,2
5.8,7.7,21.5,3.6,54.4,18,1,3,3,0
0.2,0.0,16.4,3.1,38.6,38,1,2,20,1
106.9,68.2,24.8,15.1,100.0,10,0,7,14,2
52.4,52.5,21.5,59.2,74.5,32,1,7,6,2
19.3,7.8,24.7,11.3,92.5,22,1,10,9,1
12.6,18.0,23.2,3.0,85.3,18,0,5,5,0
19.3,27.4,20.8,7.1,73.4,12,0,5,3,0
150.0,120.0,21.9,9.9,69.5,25,1,9,12,2
26.1,36.5,21.5,51.2,88.7,32,1,6,0,2
91.9,119.9,14.7,57.8,79.2,28,1,7,14,2
20.9,31.4,7.9,15.8,89.2,35,1,10,5,1
3.2,7.7,9.4,21.6,73.1,18,0,4,7,0
27.9,19.5,15.0,15.6,62.4,18,1,5,6,0
58.7,58.4,20.2,50.8,92.4,25,1,7,7,2
6.7,7.8,18.0,9.4,62.5,30,1,3,8,0
0.5,0.0,17.9,29.8,59.4,22,1,3,10,0
37.7,50.6,22.6,13.2,81.5,22,1,6,4,1
4.4,0.0,23.0,23.8,52.8,28,1,11,6,0
0.9,0.0,24.1,5.5,40.1,10,1,11,7,0
3.5,6.7,13.8,4.0,44.0,18,1,3,3,1
26.8,9.9,20.4,9.7,86.9,10,0,7,10,0
1.3,0.0,18.1,6.5,52.1,32,1,4,13,1
47.7,44.7,19.5,17.5,69.8,15,1,6,11,2
49.7,30.0,23.6,70.0,91.5,8,0,9,11,2
5.2,0.0,17.7,42.3,87.1,38,1,8,7,1
34.7,46.9,29.0,17.4,92.6,38,1,6,8,2
69.8,52.8,25.0,12.7,90.2,30,1,9,12,2
6.4,13.0,20.0,33.3,80.9,25,1,4,8,0
23.3,28.8,17.7,34.2,94.2,15,1,6,12,1
15.6,23.9,22.1,22.5,81.3,18,0,8,1,0
5.0,5.2,9.9,17.2,38.4,10,0,1,13,0
5.4,0.0,23.7,2.9,62.9,12,0,4,12,0
22.2,5.6,19.0,7.5,87.8,18,0,6,11,1
0.4,0.0,12.5,14.6,61.3,25,1,3,11,0
63.0,55.7,20.8,39.3,88.6,32,1,6,7,2
0.3,0.0,15.9,19.1,67.9,15,1,12,10,0
9.2,13.5,24.9,48.9,89.9,35,1,7,2,1
24.0,13.9,20.5,18.3,87.6,18,0,9,12,1
12.1,22.5,26.5,9.6,90.3,32,1,8,2,1
29.9,33.7,23.5,5.3,93.6,22,1,7,7,1
12.0,1.9,21.4,26.2,76.6,10,0,10,7,0
72.1,97.4,21.1,10.9,73.8,12,0,6,5,2
35.4,53.0,25.1,14.6,94.7,25,1,8,8,2
26.0,32.9,23.0,43.6,79.1,12,0,8,5,1
10.7,7.8,25.1,6.0,84.4,12,0,7,9,0
150.0,120.0,23.3,23.7,86.3,8,0,8,13,2
20.4,24.7,20.1,24.3,88.5,25,1,6,6,1
15.9,15.0,18.6,40.6,69.6,18,1,6,2,1
14.9,6.2,17.1,27.4,64.8,8,0,4,5,0
46.9,52.1,22.8,20.2,67.9,8,1,6,12,2
11.1,16.1,20.2,8.6,88.7,28,1,7,0,1
58.9,72.0,26.7,27.7,85.0,32,1,6,13,2
57.9,32.7,26.2,7.6,94.4,32,1,6,8,2
26.3,16.9,18.9,48.7,86.1,8,0,8,14,1
0.7,9.0,14.7,4.7,64.2,35,1,3,20,1
103.2,65.0,21.3,12.0,92.6,18,0,6,7,2
33.4,17.2,22.7,27.1,91.8,8,0,7,13,1
42.3,43.0,14.4,19.8,92.1,25,1,6,4,1
86.6,98.3,21.4,11.8,86.7,8,1,8,2,2
10.0,9.0,14.1,10.4,69.6,18,1,10,9,0
1.3,2.2,19.1,13.4,82.9,12,0,2,7,0
27.3,45.9,13.7,30.8,68.2,22,1,10,13,1
32.0,38.3,21.1,8.8,67.4,38,1,10,0,1
24.8,30.1,22.5,12.3,96.1,28,1,8,9,1
15.0,6.4,20.4,10.2,87.1,10,0,6,3,0
14.1,15.5,26.6,8.6,93.2,15,0,8,10,0
15.5,13.3,22.2,14.6,83.5,25,1,7,18,1
5.0,4.7,19.6,15.3,57.1,18,1,2,10,0
6.6,0.3,12.0,2.1,52.3,22,1,2,0,0
36.7,30.3,23.2,7.1,81.6,25,1,6,2,1
5.6,2.7,27.5,34.2,86.4,28,1,7,6,1
8.5,5.0,14.7,8.0,61.4,25,1,11,11,0
94.6,52.4,12.7,12.8,89.1,10,1,6,14,2
4.0,0.0,21.5,3.9,81.7,10,0,2,5,0
18.9,12.0,23.8,9.4,98.4,10,0,10,8,0
80.9,81.7,25.7,31.0,67.6,22,1,6,4,2
27.5,31.5,17.8,34.2,92.4,22,1,6,12,2
40.9,28.4,19.8,7.9,97.9,18,1,7,5,1
53.4,69.9,24.6,55.3,83.2,32,1,8,3,2
53.4,63.4,20.8,66.4,86.9,25,1,7,2,2
1.0,0.0,12.4,12.7,64.8,22,1,2,10,0
15.1,21.9,21.6,9.7,79.7,15,0,9,15,1
10.6,11.3,9.4,4.1,74.0,28,1,4,7,0
140.8,120.0,20.3,57.1,88.0,10,0,6,13,2
56.0,77.6,25.4,16.9,73.6,10,0,9,14,2
54.8,37.0,24.8,37.9,88.9,30,1,9,12,2
1.7,7.1,13.9,6.7,63.0,28,1,4,3,0
58.1,36.4,23.5,8.3,93.5,28,1,6,15,2
10.0,13.6,22.5,16.4,80.5,8,0,9,8,0
49.1,42.5,24.6,70.0,100.0,30,1,9,9,2
29.7,20.2,31.5,21.0,67.6,25,1,5,14,0
5.6,5.7,22.4,4.8,50.4,18,1,12,0,0
34.9,31.2,21.8,12.9,86.8,25,1,7,4,1
28.2,33.1,19.5,28.1,87.8,8,0,6,10,1
14.9,24.8,19.8,9.4,81.8,22,1,7,5,1
9.1,7.6,23.6,2.5,66.6,15,0,2,0,0
7.5,10.3,16.5,26.5,97.0,18,0,7,2,0
146.2,77.9,21.3,28.7,79.0,12,1,8,8,2
37.3,45.9,20.7,70.0,78.4,32,1,7,4,2
0.6,2.2,22.8,14.2,62.7,32,1,3,6,0
53.0,36.3,13.6,5.3,88.3,30,1,8,2,2
7.1,11.5,26.5,7.0,58.6,28,1,10,7,0
1.4,0.5,21.8,3.3,50.9,28,1,11,16,1
27.1,24.0,23.7,19.6,85.6,30,1,9,13,1
18.3,16.4,19.5,16.8,85.0,38,1,5,5,1
8.2,5.5,19.4,37.1,92.3,22,1,5,0,0
3.7,9.5,13.4,7.4,77.4,10,0,10,5,0
60.0,78.6,25.8,18.7,82.1,18,1,8,7,2
3.7,2.4,17.5,20.0,58.9,22,1,12,6,0
8.4,12.5,17.7,3.6,70.8,32,1,10,0,0
0.4,3.4,18.4,18.0,65.6,12,0,11,14,0
6.8,7.5,12.5,3.0,55.0,18,1,11,8,0
25.8,18.9,19.0,18.2,76.1,32,1,6,2,1
150.0,100.1,24.6,24.7,88.8,25,1,9,4,2
9.5,6.5,5.0,3.0,85.0,18,1,10,11,0
20.4,26.6,21.1,20.0,61.6,12,0,5,2,0
4.1,4.6,16.9,10.5,66.6,30,1,1,7,0
6.5,20.5,17.0,53.0,63.6,15,0,11,18,1
124.5,102.7,24.3,34.6,99.4,28,1,7,4,2
96.1,45.2,18.0,70.0,75.2,38,1,6,9,1
113.7,120.0,16.5,31.2,96.3,32,1,7,4,2
11.7,20.2,22.7,5.4,89.7,35,1,9,16,1
38.8,44.5,17.3,29.0,89.1,18,0,6,0,1
30.1,46.3,12.8,17.3,66.5,22,1,5,3,1
23.0,32.1,20.0,9.1,87.2,10,0,10,9,0
17.5,23.4,21.2,24.6,78.5,32,1,10,0,1
45.8,40.3,21.5,15.3,88.3,28,1,6,13,2
94.5,83.4,23.0,36.9,93.2,18,0,8,2,2
4.5,0.0,9.7,2.7,51.9,15,0,1,2,0
119.3,65.0,15.1,20.3,95.3,22,1,7,6,2
14.5,17.3,14.1,8.5,75.3,30,1,5,7,1
16.4,14.1,16.1,22.9,93.6,15,0,6,11,1
61.0,27.6,24.5,32.0,99.1,25,1,8,13,2
1.7,0.0,20.4,4.0,30.0,25,1,2,4,0
7.6,8.1,16.0,15.8,69.3,10,0,5,16,0
100.7,89.0,27.4,49.6,86.8,8,0,6,2,2
11.9,17.1,24.8,6.7,78.0,30,1,7,10,1
3.6,4.6,22.3,4.3,65.1,15,0,2,7,0
53.6,32.9,23.1,16.9,99.0,18,1,6,15,2
10.9,7.6,20.8,10.4,71.6,15,1,5,12,0
45.4,33.9,18.8,6.6,68.5,8,1,9,10,1
14.1,4.6,25.1,3.9,65.1,10,0,11,4,0
17.9,5.1,17.7,10.7,96.6,15,1,9,1,1
15.6,11.7,19.2,25.3,85.7,15,0,9,11,1
67.2,38.7,22.1,36.4,80.3,28,1,6,12,2
127.3,120.0,23.6,35.6,89.7,22,1,8,7,1
43.5,58.8,21.6,22.7,90.0,22,1,8,11,2
1.3,0.0,34.3,5.9,42.5,32,1,4,20,1
21.4,12.9,24.2,39.3,86.9,25,1,8,14,1
35.4,24.4,29.3,13.4,81.6,30,1,5,15,2
16.1,28.1,15.7,31.4,93.2,22,1,8,8,2
138.3,105.3,30.5,15.5,86.4,18,0,6,17,2
54.3,63.2,18.0,30.9,83.4,12,1,6,14,2
29.6,23.7,26.1,23.2,87.4,12,0,9,17,1
26.8,44.4,22.0,15.5,74.7,25,1,8,2,1
84.2,114.4,15.5,13.0,95.3,28,1,7,11,2
0.6,12.8,23.0,9.6,60.2,12,0,12,1,0
29.3,42.2,22.3,26.7,81.9,38,1,7,11,2
150.0,95.4,23.5,25.1,74.0,25,1,9,6,2
26.2,31.8,21.4,5.6,100.0,28,1,9,20,2
26.7,26.0,15.3,9.4,100.0,15,1,8,9,1
69.4,83.3,28.5,17.7,83.0,10,1,6,1,2
107.1,104.2,23.0,26.5,100.0,12,1,7,2,2
1.6,1.6,22.1,19.3,84.1,18,1,10,5,0
15.4,9.0,18.4,7.9,83.7,18,1,6,5,1
61.1,54.0,19.3,16.7,94.6,8,0,6,3,1
22.9,13.9,15.3,46.3,88.5,35,1,9,6,2
17.2,11.1,27.9,11.2,89.4,32,1,7,4,1
110.0,102.3,13.4,9.3,87.1,30,1,7,2,2
27.9,20.1,13.9,36.3,84.6,38,1,8,3,2
38.7,50.3,16.6,39.4,73.2,38,1,7,3,2
23.1,17.1,24.1,26.5,82.5,30,1,7,10,1
1.0,0.0,20.6,3.9,55.7,28,1,12,14,0
9.4,10.5,24.0,10.2,99.5,28,1,5,14,1
20.7,12.6,22.3,30.8,94.5,15,1,7,14,1
1.8,0.0,9.1,2.4,70.1,22,1,1,15,1
14.6,10.9,26.3,33.6,91.7,8,0,6,11,1
41.6,60.6,23.3,13.0,67.0,8,0,8,18,2
16.8,22.1,10.4,10.1,69.7,15,1,5,1,0
30.4,23.5,19.9,17.4,84.6,32,1,9,4,2
140.2,120.0,24.3,29.7,87.4,8,0,6,1,2
6.2,0.0,24.2,16.3,46.3,32,1,11,16,1
56.3,78.9,19.6,46.6,98.3,28,1,9,12,2
37.4,44.7,21.7,12.5,88.3,35,1,9,8,2
41.2,27.2,20.5,34.2,87.1,25,1,6,0,1
40.4,53.5,24.0,51.1,85.5,22,1,8,6,2
20.1,12.1,17.9,43.6,82.9,28,1,9,2,1
20.5,24.4,16.1,9.2,73.7,22,1,3,19,1
2.3,5.8,19.5,5.5,59.3,32,1,11,4,1
25.9,29.5,18.5,16.9,81.7,8,0,7,13,1
29.7,32.6,24.4,11.3,95.5,12,0,7,10,1
11.7,19.3,18.6,30.3,93.6,28,1,7,7,1
18.0,11.1,20.3,14.2,67.5,30,1,10,17,1
1.2,0.0,24.4,9.0,74.1,22,1,4,4,0
27.4,30.7,16.1,8.8,81.8,22,1,9,12,1
21.0,16.3,20.1,10.2,86.3,15,0,6,7,1
16.8,6.7,15.9,13.8,63.7,15,0,10,1,0
0.6,0.0,21.3,7.1,76.5,22,1,5,1,0
24.8,34.1,26.3,27.1,100.0,22,1,8,3,1
18.3,16.6,21.6,35.4,83.1,18,0,6,8,1
70.4,31.0,18.1,28.7,79.4,10,0,9,11,2
65.1,101.4,20.6,52.2,95.4,28,1,7,15,1
69.8,99.8,27.3,15.4,90.6,15,1,7,5,2
9.1,9.1,17.7,9.2,64.1,10,0,5,0,0
12.6,8.1,14.0,4.1,52.0,22,1,4,0,0
75.3,105.6,22.4,5.4,78.9,32,1,6,5,2
53.4,59.7,25.3,54.5,85.3,32,1,6,10,2
84.3,69.9,24.9,46.8,95.4,10,1,6,0,2
0.3,0.6,28.9,3.1,36.1,15,0,3,13,0
39.4,53.8,22.6,8.7,97.9,22,1,7,2,2
31.9,32.3,26.8,11.8,90.0,30,1,6,2,2
150.0,120.0,21.0,5.2,91.7,15,1,9,15,2
7.8,3.5,27.1,5.1,33.0,18,0,2,10,1
15.9,34.3,25.9,14.1,93.1,25,1,8,4,1
13.1,10.0,15.6,37.8,94.0,15,0,7,17,1
5.0,0.0,16.2,18.4,65.6,12,0,3,16,0
4.0,5.8,27.4,6.3,48.0,35,1,3,5,0
19.1,19.2,17.4,7.7,66.2,18,1,5,3,0
18.3,26.0,19.8,67.2,84.3,15,0,7,4,1
126.0,99.7,24.5,29.4,68.0,35,1,9,6,2
53.1,54.0,21.0,32.3,85.1,25,1,6,6,2
11.4,3.8,21.7,8.4,81.2,15,0,8,18,1
25.0,15.2,21.2,18.3,95.1,38,1,6,2,2
27.5,35.2,17.4,10.6,83.0,38,1,7,4,2
12.9,15.6,17.9,9.9,90.6,15,1,6,14,1
36.1,30.3,18.2,14.2,84.3,10,0,6,5,1
3.7,0.0,13.6,5.4,61.0,10,1,3,2,0
4.6,10.2,18.6,7.4,81.5,22,1,4,6,1
2.7,2.3,15.5,8.9,66.1,30,1,11,14,1
11.4,9.4,22.3,12.1,81.2,18,0,9,2,0
12.7,12.1,26.6,27.2,85.3,38,1,7,6,1
5.9,1.4,10.9,2.4,69.8,18,1,10,17,1
61.5,55.9,19.8,17.5,100.0,22,1,6,1,2
79.2,67.1,25.8,22.4,94.4,25,1,9,6,2
15.9,19.0,12.9,20.8,83.8,15,1,10,7,1
20.9,26.8,26.9,16.4,78.3,38,1,7,2,1
4.3,3.3,5.0,7.2,55.6,32,1,3,5,0
3.7,5.2,10.4,3.0,54.9,32,1,2,3,0
14.4,18.2,20.2,15.6,88.6,30,1,5,3,1
0.7,1.4,32.3,15.2,68.6,15,0,4,9,1
57.5,52.8,19.4,6.1,81.9,12,1,6,4,2
24.0,24.5,21.7,8.4,84.8,30,1,7,5,1
14.7,14.0,25.8,12.0,84.4,25,1,6,2,0
36.5,33.2,19.6,6.0,86.7,32,1,7,10,2
27.8,24.6,19.4,4.4,69.2,8,0,10,13,0
78.6,89.2,17.8,6.9,95.1,22,1,9,0,2
0.6,7.6,25.9,7.2,39.8,18,0,3,3,0
33.4,40.4,19.6,70.0,72.1,32,1,7,3,2
5.7,12.4,19.3,20.1,46.4,32,1,3,5,0
12.1,8.2,18.8,22.4,44.7,18,0,4,8,0
0.2,8.9,14.2,14.4,43.2,30,1,3,8,0
19.6,17.5,25.1,6.8,97.0,22,1,7,10,1
65.5,42.9,16.0,25.1,86.8,28,1,8,2,2
6.8,9.5,9.0,25.6,71.6,25,1,10,5,0
9.4,6.8,8.3,12.8,71.4,35,1,4,10,0
39.2,34.6,13.7,22.6,85.1,25,1,7,18,2
17.0,7.7,20.8,23.0,99.0,22,1,7,7,1
8.6,7.5,24.9,27.1,96.9,10,0,8,10,0
5.7,2.4,16.9,8.6,68.1,35,1,3,1,0
11.5,12.1,25.1,10.8,89.3,25,1,7,6,1
123.1,120.0,17.2,32.8,91.5,22,1,8,9,2
38.1,29.3,24.6,7.3,90.3,8,0,8,19,1
13.3,14.9,25.3,70.0,85.5,32,1,8,9,1
13.0,10.4,26.9,9.2,78.5,32,1,10,16,1
40.4,64.5,23.7,17.7,100.0,30,1,8,6,2
10.4,12.8,11.3,7.6,77.4,25,1,5,5,0
11.8,10.4,20.6,2.6,78.5,8,0,5,5,0
31.5,30.7,22.7,20.5,91.0,15,0,6,16,2
8.3,5.3,15.1,3.6,59.1,30,1,4,15,1
0.4,0.0,21.6,10.7,76.1,8,0,4,8,0
1.1,11.1,18.5,5.7,38.4,15,0,1,6,0
18.5,18.3,22.8,23.8,84.3,25,1,5,4,1
41.1,47.1,26.9,16.5,92.8,28,1,6,8,2
8.1,5.6,12.3,18.2,84.3,12,0,6,5,0
36.3,23.0,23.5,66.2,99.6,32,1,6,11,2
1.1,0.8,18.2,9.3,43.8,30,1,1,3,1
46.0,63.1,27.3,5.5,85.3,10,1,7,7,2
64.3,43.6,15.7,19.2,98.2,10,0,7,12,2
13.2,10.8,21.3,8.9,100.0,12,0,6,16,1
18.6,10.4,20.2,5.9,85.4,38,1,8,6,1
12.1,21.1,20.0,3.2,68.9,35,1,10,1,0
5.4,4.3,16.8,6.0,65.9,32,1,3,18,1
27.3,28.5,16.7,10.8,59.0,10,1,5,8,0
0.0,0.0,15.6,8.1,74.9,35,1,4,3,0
10.4,20.7,16.8,2.7,55.3,25,1,1,2,0
54.7,30.0,23.6,15.9,78.1,28,1,6,4,2
26.1,39.3,16.0,8.5,82.6,12,1,6,6,1
